term,estimate,std_error,t_value,p_value
Intercept,-46.33524161248588,46.57625540557343,-0.9948253935188893,0.32087120808798464
transit_need_index,-34.434127812857554,43.92808924528735,-0.7838749284218338,0.4339235246986972
weekday_total_trips_accessible_2025_january,0.014015757490583033,0.01632012473703708,0.8588021057691742,0.3913477429815258
